Order ID,Order Date,Ship Date,Customer ID,Customer Name,Segment,Region,Category,Sub-Category,Product ID,Product Name,Quantity,Unit Price,Discount,Sales,Profit,Year,Month,Week,Profit Margin
OID-105791,2024-02-25,2024-02-26,C-3178,Customer 878,Consumer,East,Furniture,Bookcases,P-FB-68441,Bookcases 825,5,448.32,0.0,2241.6,657.81,2024,2,2024-02-19,0.2934555674518201
OID-105794,2024-02-19,2024-02-23,C-9336,Customer 277,Consumer,Central,Furniture,Chairs,P-FC-45780,Chairs 692,5,498.79,0.0,2493.94,500.68,2024,2,2024-02-19,0.2007586389407925
OID-105814,2024-02-29,2024-03-02,C-4071,Customer 183,Home Office,South,Technology,Accessories,P-TA-19215,Accessories 976,6,222.8,0.0,1336.79,420.97,2024,2,2024-02-26,0.3149110929914198
OID-105847,2024-02-02,2024-02-07,C-8680,Customer 402,Corporate,East,Office Supplies,Appliances,P-OA-92657,Appliances 691,1,518.91,0.1,467.02,114.2,2024,2,2024-01-29,0.2445291422208899
OID-105854,2024-02-13,2024-02-16,C-8892,Customer 950,Corporate,South,Technology,Copiers,P-TC-61624,Copiers 721,2,432.84,0.0,865.68,100.51,2024,2,2024-02-12,0.1161052582940578
OID-105887,2024-02-24,2024-02-29,C-4053,Customer 115,Consumer,Central,Technology,Accessories,P-TA-45992,Accessories 906,2,712.33,0.0,1424.67,138.64,2024,2,2024-02-19,0.0973137638891813
OID-105895,2024-02-16,2024-02-20,C-8270,Customer 414,Home Office,South,Office Supplies,Binders,P-OB-86882,Binders 793,6,641.34,0.2,3078.42,378.98,2024,2,2024-02-12,0.1231086076623722
OID-105899,2024-02-09,2024-02-13,C-8245,Customer 216,Consumer,West,Office Supplies,Binders,P-OB-61132,Binders 810,5,557.38,0.05,2647.57,268.19,2024,2,2024-02-05,0.1012966607115203
OID-105901,2024-02-27,2024-03-03,C-7328,Customer 478,Home Office,South,Furniture,Tables,P-FT-53115,Tables 147,2,313.96,0.0,627.91,215.14,2024,2,2024-02-26,0.34262872067653
OID-105931,2024-02-28,2024-03-01,C-2352,Customer 950,Consumer,Central,Office Supplies,Storage,P-OS-69721,Storage 606,7,13.77,0.1,86.74,18.66,2024,2,2024-02-26,0.2151256629006225
OID-105934,2024-02-27,2024-03-03,C-2755,Customer 194,Home Office,Central,Office Supplies,Appliances,P-OA-99351,Appliances 810,7,98.39,0.0,688.7,163.2,2024,2,2024-02-26,0.2369682009583272
OID-105942,2024-02-18,2024-02-24,C-8805,Customer 452,Consumer,South,Technology,Copiers,P-TC-77581,Copiers 217,4,548.23,0.15,1863.99,163.14,2024,2,2024-02-12,0.0875219287657122
OID-105943,2024-02-12,2024-02-16,C-3613,Customer 743,Consumer,South,Furniture,Tables,P-FT-66194,Tables 853,6,628.74,0.0,3772.41,381.99,2024,2,2024-02-12,0.1012588769513388
OID-105957,2024-02-02,2024-02-06,C-3055,Customer 246,Consumer,East,Technology,Phones,P-TP-41269,Phones 819,5,96.94,0.05,460.45,135.67,2024,2,2024-01-29,0.294646541426865
OID-105958,2024-02-16,2024-02-17,C-5444,Customer 751,Consumer,South,Office Supplies,Appliances,P-OA-47604,Appliances 391,4,323.52,0.15,1099.95,102.46,2024,2,2024-02-12,0.0931496886222101
OID-105959,2024-02-10,2024-02-14,C-1866,Customer 423,Consumer,South,Office Supplies,Binders,P-OB-90393,Binders 815,7,212.55,0.0,1487.83,244.91,2024,2,2024-02-05,0.1646088598831855
OID-105968,2024-02-02,2024-02-07,C-6891,Customer 658,Consumer,Central,Furniture,Bookcases,P-FB-24098,Bookcases 210,5,798.42,0.2,3193.69,909.87,2024,2,2024-01-29,0.2848961546048614
OID-105986,2024-02-03,2024-02-04,C-7447,Customer 429,Corporate,East,Office Supplies,Paper,P-OP-85789,Paper 244,1,636.1,0.15,540.68,126.08,2024,2,2024-01-29,0.2331878375379152
OID-105994,2024-02-14,2024-02-15,C-6089,Customer 431,Consumer,South,Technology,Accessories,P-TA-87390,Accessories 273,5,692.66,0.1,3116.95,328.98,2024,2,2024-02-12,0.1055454851697974
OID-106003,2024-02-15,2024-02-17,C-4961,Customer 685,Corporate,West,Furniture,Tables,P-FT-53787,Tables 778,3,266.38,0.0,799.14,153.44,2024,2,2024-02-12,0.1920064068874039
OID-106013,2024-02-11,2024-02-17,C-1345,Customer 919,Corporate,South,Office Supplies,Paper,P-OP-84571,Paper 912,6,554.01,0.1,2991.68,1020.13,2024,2,2024-02-05,0.3409890095197347
OID-106018,2024-02-16,2024-02-22,C-2191,Customer 592,Corporate,East,Technology,Machines,P-TM-91495,Machines 795,4,58.32,0.0,233.27,73.01,2024,2,2024-02-12,0.3129849530586873
OID-106024,2024-02-08,2024-02-11,C-7617,Customer 217,Corporate,South,Furniture,Bookcases,P-FB-87824,Bookcases 386,1,618.61,0.05,587.68,145.96,2024,2,2024-02-05,0.2483664579362919
OID-106029,2024-02-18,2024-02-24,C-5136,Customer 630,Consumer,South,Office Supplies,Paper,P-OP-70775,Paper 895,2,457.46,0.0,914.91,141.85,2024,2,2024-02-12,0.1550425724934693
OID-106039,2024-02-10,2024-02-13,C-8355,Customer 747,Home Office,West,Furniture,Tables,P-FT-73450,Tables 893,1,280.51,0.0,280.51,57.93,2024,2,2024-02-05,0.2065167017218637
OID-106040,2024-02-27,2024-03-03,C-1104,Customer 683,Corporate,Central,Office Supplies,Storage,P-OS-63887,Storage 289,3,357.67,0.05,1019.36,122.06,2024,2,2024-02-26,0.1197417987757024
OID-106050,2024-02-03,2024-02-04,C-4506,Customer 354,Consumer,West,Technology,Machines,P-TM-18006,Machines 388,6,709.45,0.0,4256.72,802.11,2024,2,2024-01-29,0.1884338175872502
OID-106064,2024-02-04,2024-02-10,C-9862,Customer 347,Consumer,Central,Office Supplies,Binders,P-OB-54362,Binders 185,6,179.72,0.05,1024.41,286.06,2024,2,2024-01-29,0.2792436622055622
OID-106081,2024-02-13,2024-02-19,C-4940,Customer 782,Corporate,Central,Office Supplies,Storage,P-OS-51425,Storage 752,4,267.87,0.0,1071.48,215.75,2024,2,2024-02-12,0.2013570015305932
OID-106095,2024-02-06,2024-02-09,C-4264,Customer 852,Consumer,East,Furniture,Chairs,P-FC-76526,Chairs 913,7,12.35,0.2,69.16,12.57,2024,2,2024-02-05,0.1817524580682475
OID-106096,2024-02-28,2024-03-03,C-4794,Customer 539,Corporate,South,Office Supplies,Appliances,P-OA-16811,Appliances 881,1,628.5,0.0,628.5,184.52,2024,2,2024-02-26,0.293587907716786
OID-106102,2024-02-08,2024-02-12,C-5382,Customer 607,Home Office,Central,Furniture,Chairs,P-FC-62825,Chairs 520,3,560.14,0.15,1428.36,128.57,2024,2,2024-02-05,0.0900123218236298
OID-106117,2024-02-22,2024-02-27,C-5129,Customer 745,Home Office,Central,Technology,Phones,P-TP-80148,Phones 715,4,473.01,0.05,1797.44,139.5,2024,2,2024-02-19,0.0776103792059818
OID-106121,2024-02-06,2024-02-08,C-3719,Customer 318,Corporate,East,Technology,Accessories,P-TA-68167,Accessories 436,2,161.96,0.05,307.73,67.08,2024,2,2024-02-05,0.2179832970461118
OID-106125,2024-02-14,2024-02-19,C-3743,Customer 407,Consumer,East,Office Supplies,Storage,P-OS-75417,Storage 554,7,602.05,0.0,4214.37,720.11,2024,2,2024-02-12,0.1708701419191955
OID-106128,2024-02-05,2024-02-07,C-6814,Customer 238,Corporate,South,Technology,Accessories,P-TA-70058,Accessories 931,5,699.49,0.1,3147.71,1003.54,2024,2,2024-02-05,0.3188159010836449
OID-106132,2024-02-20,2024-02-21,C-4775,Customer 286,Corporate,Central,Furniture,Bookcases,P-FB-29594,Bookcases 893,4,152.67,0.05,580.14,53.13,2024,2,2024-02-19,0.0915813424345847
OID-106149,2024-02-18,2024-02-19,C-7168,Customer 854,Consumer,Central,Technology,Machines,P-TM-73354,Machines 731,6,596.54,0.0,3579.26,908.78,2024,2,2024-02-12,0.2539016444739974
OID-106183,2024-02-05,2024-02-09,C-7351,Customer 727,Consumer,South,Office Supplies,Paper,P-OP-72769,Paper 871,7,280.26,0.0,1961.79,379.23,2024,2,2024-02-05,0.1933081522487116
OID-106231,2024-02-17,2024-02-20,C-3996,Customer 634,Consumer,West,Technology,Accessories,P-TA-96518,Accessories 959,1,80.78,0.15,68.66,23.01,2024,2,2024-02-12,0.3351296242353627
OID-106233,2024-02-27,2024-03-04,C-3309,Customer 145,Consumer,South,Technology,Copiers,P-TC-98942,Copiers 702,7,277.93,0.1,1750.98,559.27,2024,2,2024-02-26,0.3194039909079487
OID-106240,2024-02-08,2024-02-12,C-1674,Customer 170,Home Office,West,Office Supplies,Storage,P-OS-95024,Storage 492,2,364.16,0.1,655.48,31.46,2024,2,2024-02-05,0.0479953621773356
OID-106255,2024-02-08,2024-02-10,C-4687,Customer 198,Corporate,Central,Office Supplies,Binders,P-OB-11758,Binders 291,3,103.91,0.0,311.72,63.44,2024,2,2024-02-05,0.2035159758757859
OID-106260,2024-02-09,2024-02-15,C-7976,Customer 874,Corporate,South,Furniture,Furnishings,P-FF-85447,Furnishings 276,3,342.29,0.0,1026.88,172.12,2024,2,2024-02-05,0.1676145216578373
OID-106313,2024-02-18,2024-02-22,C-8311,Customer 143,Consumer,West,Office Supplies,Appliances,P-OA-58456,Appliances 144,1,100.83,0.05,95.79,21.04,2024,2,2024-02-12,0.2196471447959077
OID-106321,2024-02-12,2024-02-16,C-6140,Customer 235,Home Office,East,Furniture,Furnishings,P-FF-10687,Furnishings 915,3,252.02,0.15,642.65,100.06,2024,2,2024-02-12,0.1556990585855442
OID-106327,2024-02-17,2024-02-19,C-1816,Customer 539,Consumer,South,Furniture,Chairs,P-FC-33484,Chairs 231,1,94.91,0.05,90.17,23.71,2024,2,2024-02-12,0.2629477653321503
OID-106328,2024-02-02,2024-02-05,C-1774,Customer 871,Corporate,South,Furniture,Bookcases,P-FB-45355,Bookcases 691,5,150.5,0.1,677.23,151.16,2024,2,2024-01-29,0.2232033430296944
OID-106329,2024-02-25,2024-02-27,C-6008,Customer 134,Corporate,South,Furniture,Chairs,P-FC-68397,Chairs 724,5,597.56,0.2,2390.23,509.1,2024,2,2024-02-19,0.2129920551578718
OID-106338,2024-02-19,2024-02-20,C-1419,Customer 995,Corporate,South,Office Supplies,Paper,P-OP-27806,Paper 917,4,453.14,0.0,1812.54,621.08,2024,2,2024-02-19,0.3426572654948305
OID-106344,2024-02-03,2024-02-04,C-6874,Customer 415,Consumer,East,Office Supplies,Appliances,P-OA-39083,Appliances 970,1,78.41,0.05,74.49,12.37,2024,2,2024-01-29,0.1660625587327158
OID-106382,2024-02-23,2024-02-28,C-2488,Customer 794,Home Office,West,Furniture,Chairs,P-FC-61096,Chairs 372,7,367.94,0.0,2575.58,356.82,2024,2,2024-02-19,0.1385396687348092
OID-106392,2024-02-05,2024-02-10,C-1176,Customer 520,Home Office,South,Office Supplies,Storage,P-OS-55584,Storage 984,4,167.55,0.0,670.21,67.42,2024,2,2024-02-05,0.1005953357902746
OID-106403,2024-02-18,2024-02-24,C-6169,Customer 623,Consumer,Central,Furniture,Tables,P-FT-52327,Tables 269,3,115.94,0.0,347.83,61.22,2024,2,2024-02-12,0.1760055199379007
OID-106407,2024-02-12,2024-02-17,C-2368,Customer 774,Consumer,South,Technology,Accessories,P-TA-57781,Accessories 757,3,663.73,0.15,1692.51,172.62,2024,2,2024-02-12,0.1019905347678891
OID-106450,2024-02-12,2024-02-14,C-8031,Customer 537,Consumer,Central,Furniture,Bookcases,P-FB-97865,Bookcases 659,3,609.99,0.0,1829.97,580.42,2024,2,2024-02-12,0.3171745984906856
OID-106464,2024-02-09,2024-02-10,C-6118,Customer 284,Consumer,South,Office Supplies,Paper,P-OP-72823,Paper 209,2,209.26,0.0,418.51,106.65,2024,2,2024-02-05,0.2548326204869657
OID-106484,2024-02-23,2024-02-24,C-8539,Customer 673,Consumer,South,Office Supplies,Storage,P-OS-67268,Storage 820,3,388.81,0.15,991.47,247.18,2024,2,2024-02-19,0.249306585171513
OID-106486,2024-02-10,2024-02-14,C-7478,Customer 153,Consumer,Central,Office Supplies,Storage,P-OS-12891,Storage 930,4,698.92,0.15,2376.32,801.33,2024,2,2024-02-05,0.3372146848909237
OID-106514,2024-02-13,2024-02-18,C-7905,Customer 571,Consumer,Central,Office Supplies,Paper,P-OP-75481,Paper 429,1,347.62,0.0,347.62,81.18,2024,2,2024-02-12,0.2335308670387204
OID-106538,2024-02-19,2024-02-22,C-4174,Customer 211,Consumer,South,Technology,Machines,P-TM-51944,Machines 837,6,137.71,0.0,826.26,207.12,2024,2,2024-02-19,0.2506717014014959
OID-106551,2024-02-07,2024-02-10,C-4429,Customer 282,Consumer,East,Office Supplies,Binders,P-OB-23226,Binders 129,7,123.72,0.1,779.43,193.44,2024,2,2024-02-05,0.2481813633039529
OID-106565,2024-02-20,2024-02-23,C-5594,Customer 784,Corporate,South,Furniture,Bookcases,P-FB-67734,Bookcases 424,4,237.01,0.05,900.64,218.68,2024,2,2024-02-19,0.2428051163616983
OID-106615,2024-02-28,2024-03-03,C-8972,Customer 986,Corporate,East,Furniture,Chairs,P-FC-75568,Chairs 563,2,433.19,0.15,736.42,145.61,2024,2,2024-02-26,0.197726840661579
OID-106627,2024-02-23,2024-02-27,C-7836,Customer 983,Consumer,South,Furniture,Furnishings,P-FF-94309,Furnishings 831,3,387.64,0.0,1162.93,103.74,2024,2,2024-02-19,0.0892057131555639
OID-106636,2024-02-08,2024-02-10,C-2331,Customer 836,Corporate,Central,Furniture,Chairs,P-FC-87061,Chairs 544,3,201.44,0.0,604.31,37.02,2024,2,2024-02-05,0.0612599493637371
OID-106642,2024-02-07,2024-02-08,C-3869,Customer 481,Consumer,Central,Technology,Phones,P-TP-67133,Phones 832,7,580.77,0.05,3862.15,1348.29,2024,2,2024-02-05,0.3491034786323679
OID-106643,2024-02-14,2024-02-20,C-4193,Customer 589,Home Office,Central,Office Supplies,Binders,P-OB-50268,Binders 426,1,11.38,0.0,11.38,1.41,2024,2,2024-02-12,0.1239015817223198
OID-106647,2024-02-11,2024-02-16,C-6692,Customer 721,Consumer,East,Furniture,Bookcases,P-FB-52100,Bookcases 625,6,504.81,0.0,3028.86,229.05,2024,2,2024-02-05,0.0756225114399477
OID-106652,2024-02-04,2024-02-05,C-8666,Customer 446,Consumer,South,Office Supplies,Binders,P-OB-38386,Binders 539,3,129.92,0.05,370.28,18.24,2024,2,2024-01-29,0.0492600194447445
OID-106661,2024-02-26,2024-03-02,C-4914,Customer 488,Corporate,Central,Technology,Phones,P-TP-76133,Phones 681,6,287.5,0.0,1724.98,442.57,2024,2,2024-02-26,0.2565652935106494
OID-106672,2024-02-17,2024-02-22,C-8440,Customer 863,Consumer,Central,Furniture,Chairs,P-FC-85891,Chairs 424,2,691.2,0.15,1175.05,345.3,2024,2,2024-02-12,0.2938598357516702
OID-106685,2024-02-04,2024-02-10,C-5618,Customer 839,Consumer,Central,Furniture,Tables,P-FT-79651,Tables 998,3,521.52,0.1,1408.11,98.37,2024,2,2024-01-29,0.069859599037007
OID-106705,2024-02-02,2024-02-07,C-1296,Customer 101,Consumer,South,Furniture,Chairs,P-FC-12774,Chairs 375,4,651.61,0.0,2606.43,436.73,2024,2,2024-01-29,0.167558691390139
OID-106709,2024-02-04,2024-02-10,C-9566,Customer 837,Corporate,Central,Furniture,Chairs,P-FC-32737,Chairs 662,6,399.68,0.0,2398.06,287.66,2024,2,2024-01-29,0.1199552971985688
OID-106711,2024-02-24,2024-02-28,C-1147,Customer 913,Corporate,East,Furniture,Tables,P-FT-56663,Tables 730,6,111.22,0.1,600.6,118.41,2024,2,2024-02-19,0.1971528471528471
OID-106715,2024-02-20,2024-02-26,C-9297,Customer 346,Consumer,Central,Office Supplies,Appliances,P-OA-63078,Appliances 611,6,68.32,0.05,389.43,72.74,2024,2,2024-02-19,0.186785815165755
OID-106724,2024-02-04,2024-02-07,C-9414,Customer 340,Corporate,Central,Office Supplies,Appliances,P-OA-67374,Appliances 576,4,496.07,0.0,1984.3,143.72,2024,2,2024-01-29,0.0724285642291992
OID-106727,2024-02-01,2024-02-04,C-6426,Customer 963,Consumer,West,Office Supplies,Storage,P-OS-63501,Storage 551,1,402.91,0.1,362.62,37.28,2024,2,2024-01-29,0.1028073465335613
OID-106729,2024-02-20,2024-02-26,C-4442,Customer 211,Corporate,West,Office Supplies,Appliances,P-OA-76344,Appliances 399,7,625.22,0.1,3938.88,926.2,2024,2,2024-02-19,0.2351429848078641
OID-106739,2024-02-15,2024-02-21,C-1338,Customer 587,Corporate,East,Office Supplies,Binders,P-OB-15653,Binders 212,5,736.61,0.2,2946.43,521.6,2024,2,2024-02-12,0.1770277929562216
OID-106758,2024-02-29,2024-03-04,C-5619,Customer 140,Corporate,Central,Furniture,Tables,P-FT-59712,Tables 560,6,498.73,0.1,2693.14,267.01,2024,2,2024-02-26,0.0991444930452928
OID-106762,2024-02-06,2024-02-11,C-9974,Customer 425,Consumer,Central,Office Supplies,Appliances,P-OA-96720,Appliances 552,3,483.05,0.2,1159.32,362.11,2024,2,2024-02-05,0.3123468930062451
OID-106777,2024-02-28,2024-03-02,C-4113,Customer 441,Consumer,East,Office Supplies,Binders,P-OB-90183,Binders 638,7,609.27,0.1,3838.38,1198.41,2024,2,2024-02-26,0.3122176543229175
OID-106781,2024-02-03,2024-02-07,C-3194,Customer 864,Corporate,East,Technology,Phones,P-TP-66827,Phones 183,5,296.75,0.0,1483.73,261.95,2024,2,2024-01-29,0.1765482938270439
OID-106784,2024-02-25,2024-02-27,C-9948,Customer 603,Home Office,Central,Office Supplies,Paper,P-OP-98148,Paper 271,2,80.38,0.0,160.76,8.91,2024,2,2024-02-19,0.0554242348842995
OID-106787,2024-02-02,2024-02-03,C-7814,Customer 740,Home Office,West,Office Supplies,Paper,P-OP-50483,Paper 531,4,334.01,0.0,1336.02,314.63,2024,2,2024-01-29,0.2354979715872517
OID-106797,2024-02-03,2024-02-06,C-3097,Customer 711,Consumer,East,Technology,Machines,P-TM-58817,Machines 539,7,139.98,0.05,930.87,69.51,2024,2,2024-01-29,0.0746720809565245
OID-106807,2024-02-14,2024-02-17,C-8745,Customer 945,Consumer,Central,Furniture,Chairs,P-FC-52617,Chairs 326,2,323.47,0.0,646.94,32.94,2024,2,2024-02-12,0.0509166228707453
OID-106836,2024-02-24,2024-02-28,C-2298,Customer 121,Corporate,West,Furniture,Tables,P-FT-92883,Tables 275,1,652.67,0.0,652.67,100.12,2024,2,2024-02-19,0.1534006465748387
OID-106840,2024-02-19,2024-02-20,C-2736,Customer 359,Corporate,South,Furniture,Bookcases,P-FB-13528,Bookcases 294,2,26.12,0.15,44.41,13.01,2024,2,2024-02-19,0.2929520378293177
OID-106844,2024-02-27,2024-03-04,C-8168,Customer 802,Consumer,Central,Furniture,Chairs,P-FC-99174,Chairs 375,1,142.95,0.0,142.95,34.9,2024,2,2024-02-26,0.2441413081497027
OID-106846,2024-02-05,2024-02-10,C-2379,Customer 197,Home Office,East,Office Supplies,Paper,P-OP-25968,Paper 203,7,738.1,0.0,5166.72,1200.8,2024,2,2024-02-05,0.2324105041496345
OID-106852,2024-02-10,2024-02-12,C-4934,Customer 405,Consumer,West,Office Supplies,Paper,P-OP-73371,Paper 784,1,437.33,0.0,437.33,42.54,2024,2,2024-02-05,0.0972720828664852
OID-106863,2024-02-28,2024-03-02,C-2366,Customer 666,Corporate,South,Office Supplies,Paper,P-OP-63519,Paper 311,4,386.96,0.05,1470.44,350.3,2024,2,2024-02-26,0.238228013383749
OID-106882,2024-02-20,2024-02-23,C-4657,Customer 639,Corporate,West,Office Supplies,Binders,P-OB-71802,Binders 185,1,190.28,0.15,161.74,50.97,2024,2,2024-02-19,0.315135402497836
OID-106907,2024-02-28,2024-03-02,C-8833,Customer 960,Consumer,Central,Technology,Machines,P-TM-55021,Machines 976,3,12.46,0.15,31.76,5.26,2024,2,2024-02-26,0.165617128463476
OID-106928,2024-02-07,2024-02-10,C-3379,Customer 455,Home Office,West,Furniture,Furnishings,P-FF-59441,Furnishings 320,2,357.13,0.0,714.25,49.68,2024,2,2024-02-05,0.0695554777738887
OID-106934,2024-02-27,2024-02-28,C-3602,Customer 170,Corporate,East,Furniture,Furnishings,P-FF-92869,Furnishings 184,2,241.33,0.05,458.52,151.19,2024,2,2024-02-26,0.3297347989182587
OID-106958,2024-02-27,2024-02-28,C-5122,Customer 443,Consumer,East,Furniture,Chairs,P-FC-15646,Chairs 403,3,724.07,0.0,2172.21,629.71,2024,2,2024-02-26,0.2898937027267161
OID-107010,2024-02-22,2024-02-26,C-1664,Customer 737,Consumer,East,Office Supplies,Storage,P-OS-94199,Storage 740,5,783.49,0.05,3721.6,1166.86,2024,2,2024-02-19,0.3135371883061049
OID-107014,2024-02-16,2024-02-19,C-8213,Customer 958,Consumer,West,Furniture,Tables,P-FT-64736,Tables 637,5,566.97,0.0,2834.85,203.1,2024,2,2024-02-12,0.0716440023281655
OID-107024,2024-02-25,2024-02-26,C-9515,Customer 299,Consumer,West,Furniture,Bookcases,P-FB-86269,Bookcases 543,1,71.16,0.0,71.16,6.47,2024,2,2024-02-19,0.0909218662169758
OID-107063,2024-02-08,2024-02-12,C-9897,Customer 841,Consumer,West,Technology,Machines,P-TM-91293,Machines 772,2,196.62,0.0,393.24,88.28,2024,2,2024-02-05,0.2244939477164073
OID-107064,2024-02-10,2024-02-11,C-1572,Customer 389,Corporate,West,Office Supplies,Paper,P-OP-22796,Paper 904,5,746.97,0.2,2987.89,917.48,2024,2,2024-02-05,0.3070661905224088
OID-107083,2024-02-20,2024-02-25,C-4524,Customer 904,Corporate,South,Office Supplies,Storage,P-OS-78874,Storage 138,5,579.24,0.1,2606.6,790.35,2024,2,2024-02-19,0.3032110795672524
OID-107128,2024-02-03,2024-02-06,C-8158,Customer 456,Home Office,West,Office Supplies,Paper,P-OP-96495,Paper 553,3,373.69,0.0,1121.06,160.08,2024,2,2024-01-29,0.1427934276488323
OID-107140,2024-02-26,2024-03-03,C-3000,Customer 827,Consumer,West,Technology,Accessories,P-TA-27760,Accessories 821,4,598.03,0.05,2272.52,577.39,2024,2,2024-02-26,0.2540747716191717
OID-107146,2024-02-23,2024-02-24,C-7555,Customer 286,Home Office,East,Technology,Accessories,P-TA-49281,Accessories 837,3,106.72,0.0,320.16,89.63,2024,2,2024-02-19,0.2799537731134432
OID-107194,2024-02-06,2024-02-10,C-3263,Customer 754,Consumer,Central,Office Supplies,Paper,P-OP-16127,Paper 177,6,140.76,0.05,802.35,197.97,2024,2,2024-02-05,0.2467377079828005
OID-107200,2024-02-12,2024-02-17,C-4243,Customer 515,Corporate,West,Furniture,Bookcases,P-FB-72702,Bookcases 529,1,386.02,0.0,386.02,45.98,2024,2,2024-02-12,0.1191129993264597
OID-107203,2024-02-09,2024-02-10,C-4766,Customer 681,Consumer,West,Office Supplies,Appliances,P-OA-37987,Appliances 835,5,688.09,0.0,3440.47,693.48,2024,2,2024-02-05,0.2015654837856456
OID-107231,2024-02-02,2024-02-07,C-6033,Customer 491,Corporate,East,Office Supplies,Paper,P-OP-31115,Paper 597,4,794.22,0.15,2700.36,841.82,2024,2,2024-01-29,0.3117436193692693
OID-107242,2024-02-18,2024-02-21,C-1556,Customer 334,Consumer,South,Furniture,Tables,P-FT-48204,Tables 165,3,553.67,0.0,1661.01,285.95,2024,2,2024-02-12,0.1721542916659141
OID-107266,2024-02-02,2024-02-06,C-2089,Customer 184,Consumer,Central,Furniture,Bookcases,P-FB-84858,Bookcases 683,5,81.56,0.0,407.78,74.05,2024,2,2024-01-29,0.1815930158418755
OID-107268,2024-02-22,2024-02-23,C-3179,Customer 770,Home Office,West,Furniture,Furnishings,P-FF-24341,Furnishings 464,1,271.66,0.0,271.66,68.76,2024,2,2024-02-19,0.2531105057792829
OID-107269,2024-02-17,2024-02-19,C-7836,Customer 821,Consumer,South,Office Supplies,Storage,P-OS-50373,Storage 636,7,463.71,0.05,3083.66,890.04,2024,2,2024-02-12,0.2886310423328123
OID-107284,2024-02-05,2024-02-10,C-6333,Customer 686,Consumer,South,Technology,Accessories,P-TA-69073,Accessories 281,6,499.23,0.0,2995.41,743.4,2024,2,2024-02-05,0.2481797149638947
OID-107288,2024-02-13,2024-02-19,C-8295,Customer 579,Consumer,East,Furniture,Bookcases,P-FB-53873,Bookcases 592,5,345.32,0.2,1381.3,83.34,2024,2,2024-02-12,0.0603344675305871
OID-107311,2024-02-02,2024-02-06,C-2151,Customer 103,Consumer,West,Furniture,Bookcases,P-FB-65145,Bookcases 575,2,76.08,0.15,129.34,10.84,2024,2,2024-01-29,0.0838101128807793
OID-107312,2024-02-04,2024-02-08,C-9529,Customer 725,Corporate,East,Furniture,Tables,P-FT-24325,Tables 687,3,747.27,0.0,2241.8,652.27,2024,2,2024-01-29,0.2909581586225354
OID-107333,2024-02-08,2024-02-14,C-3097,Customer 851,Consumer,West,Furniture,Bookcases,P-FB-97238,Bookcases 748,1,181.55,0.0,181.55,41.53,2024,2,2024-02-05,0.2287524098044615
OID-107344,2024-02-18,2024-02-24,C-3441,Customer 154,Corporate,West,Technology,Copiers,P-TC-22061,Copiers 473,3,399.79,0.1,1079.44,119.87,2024,2,2024-02-12,0.111048321351812
OID-107362,2024-02-19,2024-02-20,C-7926,Customer 387,Consumer,East,Office Supplies,Paper,P-OP-25631,Paper 351,6,232.43,0.05,1324.88,290.49,2024,2,2024-02-19,0.2192575931405108
OID-107382,2024-02-12,2024-02-16,C-3083,Customer 178,Consumer,South,Office Supplies,Appliances,P-OA-62984,Appliances 854,1,315.22,0.0,315.22,39.92,2024,2,2024-02-12,0.1266417105513609
OID-107399,2024-02-13,2024-02-14,C-2141,Customer 122,Consumer,East,Office Supplies,Binders,P-OB-97952,Binders 828,6,223.16,0.0,1338.94,400.56,2024,2,2024-02-12,0.2991620236903819
OID-107408,2024-02-03,2024-02-06,C-8954,Customer 217,Corporate,South,Office Supplies,Binders,P-OB-93763,Binders 571,3,488.79,0.05,1393.04,167.57,2024,2,2024-01-29,0.1202908746338942
OID-107410,2024-02-26,2024-02-28,C-2937,Customer 652,Consumer,South,Technology,Accessories,P-TA-90352,Accessories 530,5,752.09,0.2,3008.37,608.63,2024,2,2024-02-26,0.202312215585184
OID-107454,2024-02-26,2024-02-28,C-6042,Customer 317,Consumer,South,Furniture,Furnishings,P-FF-44108,Furnishings 789,7,37.85,0.0,264.94,87.42,2024,2,2024-02-26,0.3299615007171435
OID-107465,2024-02-27,2024-03-04,C-4873,Customer 487,Corporate,South,Technology,Accessories,P-TA-39487,Accessories 455,3,49.74,0.0,149.21,26.28,2024,2,2024-02-26,0.1761276053883788
OID-107491,2024-02-21,2024-02-23,C-1574,Customer 809,Consumer,West,Technology,Phones,P-TP-12140,Phones 945,6,400.29,0.0,2401.72,736.32,2024,2,2024-02-19,0.3065802841297071
OID-107505,2024-02-07,2024-02-08,C-2237,Customer 474,Consumer,West,Office Supplies,Binders,P-OB-77247,Binders 394,2,697.92,0.1,1256.25,357.21,2024,2,2024-02-05,0.2843462686567164
OID-107509,2024-02-26,2024-02-28,C-5020,Customer 908,Consumer,East,Technology,Accessories,P-TA-33869,Accessories 870,6,362.33,0.0,2173.99,326.29,2024,2,2024-02-26,0.1500880868817244
OID-107526,2024-02-15,2024-02-19,C-8379,Customer 654,Consumer,East,Office Supplies,Paper,P-OP-18192,Paper 294,7,452.9,0.1,2853.24,556.04,2024,2,2024-02-12,0.1948802063618903
OID-107531,2024-02-15,2024-02-18,C-4330,Customer 634,Home Office,East,Office Supplies,Binders,P-OB-12956,Binders 732,1,228.15,0.0,228.15,12.93,2024,2,2024-02-12,0.0566732412886259
